Name,CompanyType,Address,Phone_Type,Phone_Number,ValidationStatus,Email_Type,Email_Value,Email_Active,TaxID,Identifiers_Type,Identifiers_Value,Identifiers_Status
Holden-Riley,LLC,"66931 Richard Place, Cherryshire, GU, USA - 18351-3894",Office,707.663.7902,Approved,HR,danielle72@example.net,False,TAX13156,TIN,xj93616,Active
Franco Inc,Government,"542 Stokes Motorway, Kruegermouth, PW, USA - 44546-3643",Home,274-964-3824x1544,Pending,Support,elizabethdavis@example.com,False,TAX35300,DUNS,eb83149,Active
Smith-Fitzgerald,Public,"118 Perkins Common, Jessicachester, NC, USA - 62391-9243",Home,825-967-2273x215,Validated,HR,rogersarthur@example.org,True,TAX15766,LEI,Ps42975,Active
Levy-Smith,Public,"2039 Mueller Junction, Edwardstown, VI, USA - 94360-7435",Fax,001-211-504-7084x51814,Rejected,Business,klawrence@example.com,False,TAX36926,PAN,Hq53798,Inactive
Mayer-Watson,Private,"77935 Acosta Flats, Boydbury, IN, USA - 40626-2258",Mobile,8654581616,In Review,HR,pittschristopher@example.net,False,TAX59412,LEI,lk22796,Active
Huber-Carter,Partnership,"460 David Springs, Meganside, MD, USA - 52926-1419",Mobile,9753390159,Validated,Support,jameszimmerman@example.org,True,TAX33276,LEI,zP68625,Active
"Summers, Humphrey and Rosales",LLC,"218 Rodriguez Neck Apt. 667, Geraldfort, TX, USA - 60537-9282",Mobile,(394)763-9835,Rejected,Sales,madeline95@example.com,False,TAX13354,GST,rA52826,Active
Chavez PLC,Public,"985 Nicholas Roads Suite 516, South Jacobfurt, KY, USA - 49370-6151",Fax,+1-920-854-5290,In Review,Support,rebecca94@example.com,False,TAX86570,TIN,Fa87188,Inactive
Harris PLC,Government,"7062 Sarah Tunnel, Rodriguezshire, NH, USA - 58450-3021",Office,001-563-283-0883x522,In Review,HR,brooksmeghan@example.net,False,TAX99306,DUNS,kQ83069,Inactive
"Romero, Miller and Stewart",Non-Profit,"2153 Patricia Union, Melissatown, ID, USA - 10114-7706",Office,262.284.1789x1998,Validated,HR,joshua61@example.org,False,TAX39835,EIN,sq09515,Inactive
Mckinney LLC,Public,"4634 Griffin Street Suite 261, North Trevortown, FL, USA - 40601-1125",Office,894.271.0854,Validated,Business,jamie43@example.net,True,TAX46052,EIN,tF99304,Inactive
"Williams, Brown and Combs",Non-Profit,"263 Houston Estates Apt. 109, Morganhaven, NY, USA - 26693-5319",Office,+1-355-726-9370,Approved,Support,nelsonjavier@example.org,False,TAX76086,LEI,CM37046,Active
Moore Ltd,Private,"0751 Felicia Rest Apt. 093, Medinafort, CA, USA - 60442-6001",Mobile,728.302.6717x90590,Validated,Business,tiffany85@example.com,True,TAX53330,GST,vW04380,Active
Fry LLC,Partnership,"4834 Flores Terrace, South Don, GU, USA - 37244-1089",Fax,+1-687-778-4936x023,Approved,Personal,andrewwoods@example.org,True,TAX20540,DUNS,Yw16720,Active
Sanchez-Carpenter,Partnership,"06302 Andrea Parks, Jenniferville, UT, USA - 16263-3624",Office,535.940.3893x9091,Validated,Business,sarah59@example.com,True,TAX60304,DUNS,gF78763,Active
Smith-Solis,Non-Profit,"38932 Yu Divide Apt. 567, South James, LA, USA - 99611-5780",Office,990-291-1653,Approved,Personal,ghawkins@example.com,True,TAX64520,LEI,CC33415,Inactive
Livingston-Jackson,Public,"3811 Anthony Ports, Lake Matthew, MS, USA - 73073-3621",Fax,322.960.5306x86421,Rejected,Support,wallacemichael@example.net,True,TAX80711,EIN,lC85193,Inactive
"Rivera, Lee and Ward",Private,"7777 Donald Greens Suite 414, Gillton, VT, USA - 95535-8640",Home,001-989-834-0775,Validated,Support,andrewlopez@example.net,False,TAX49585,PAN,cP99416,Inactive
Hill-Garcia,Private,"47183 Christine Manor Apt. 294, Duffystad, NJ, USA - 28676-6188",Fax,377.841.1526x3009,Rejected,Personal,robinsonkenneth@example.com,True,TAX11048,GST,SQ11875,Inactive
Perry LLC,LLC,"43154 Kaylee Fords Apt. 614, Henryfurt, VI, USA - 53897-3976",Mobile,936.941.0408x623,Approved,HR,daniel12@example.net,False,TAX24508,DUNS,An09429,Inactive
Johnson-Brennan,LLC,"4789 Rachel Crescent, Port Jessicafurt, IN, USA - 89903-7913",Office,(305)802-3747,Approved,Sales,hullmary@example.net,True,TAX58552,LEI,hR13568,Inactive
Taylor Inc,Partnership,"7959 Wagner Vista, New Eric, FL, USA - 59279-7145",Office,812.586.4933x4282,Validated,Sales,keith61@example.org,False,TAX18325,TIN,dz04259,Active
Gordon Ltd,Non-Profit,"420 Pierce Park Suite 972, Phillipstad, DC, USA - 40042-2025",Fax,+1-612-809-8576,In Review,Sales,tateaustin@example.org,False,TAX96449,TIN,Xb07919,Active
King LLC,Non-Profit,"58482 Elizabeth Estates, Hannahhaven, CT, USA - 90061-2526",Office,462-434-7011x52867,In Review,Support,jennifer05@example.org,True,TAX60534,PAN,Uo06709,Inactive
Riggs-Curry,Public,"7165 Cook Mountains, Gabrielmouth, MN, USA - 38985-1827",Fax,319.782.9439,Approved,Personal,yolandahenson@example.org,True,TAX67427,DUNS,gL87771,Inactive
Parker LLC,Government,"3093 Jennifer Isle Apt. 720, Littlehaven, ID, USA - 97290-2716",Home,988.797.0116x736,In Review,Personal,millerdaniel@example.org,False,TAX22904,TIN,ey75205,Inactive
Villarreal LLC,LLC,"3408 Rivera Corner, Vanessaville, TX, USA - 70351-7829",Office,(628)734-7186,Approved,HR,garyboone@example.org,False,TAX60148,LEI,zx03848,Inactive
"Villa, Woodard and Robinson",Government,"670 Adam Coves Apt. 074, Victorbury, CA, USA - 48914-3204",Office,(774)321-0097,In Review,HR,deannathomas@example.net,False,TAX45226,PAN,zb85781,Active
"Parker, Woods and Holt",LLC,"350 Cherry Inlet Apt. 097, South Mariahaven, AZ, USA - 89144-8457",Home,(938)745-8308x4217,In Review,Business,sroberson@example.org,True,TAX72540,LEI,qn22869,Active
Hamilton Ltd,LLC,"0587 Tracy Avenue Apt. 372, Jacksonfort, CO, USA - 91716-9857",Home,925.410.6425,Validated,Sales,downsashley@example.org,True,TAX54952,EIN,mu89631,Active
Nicholson and Sons,Partnership,"6592 Allen Orchard, Daniellestad, TX, USA - 78036-1996",Home,(460)238-3137x0415,Approved,Personal,butlersheena@example.com,False,TAX48144,TIN,aO37401,Inactive
"Thompson, Mcintyre and Jones",Private,"488 Taylor Orchard, Torresborough, AL, USA - 95107-4202",Fax,001-866-630-4816x211,Approved,HR,andreathompson@example.com,True,TAX32644,PAN,jw69966,Inactive
Murphy-Gibson,Private,"5809 Linda Mills, West Angel, SC, USA - 72983-4449",Home,424-729-8546x44592,Pending,Support,dhanna@example.org,False,TAX35135,LEI,Hi33226,Inactive
Stevens-Adams,Non-Profit,"67719 Terry Flats, West Vincenthaven, NH, USA - 39865-1887",Mobile,991-340-6893,Rejected,Personal,ellissarah@example.net,False,TAX30075,DUNS,dR36770,Active
Andrews-Singh,Non-Profit,"8652 Glen Lane, Millerland, VI, USA - 60687-3967",Fax,463.847.7492x9896,Pending,Support,watsontraci@example.com,True,TAX85855,TIN,Mc13035,Inactive
"Allen, Cross and Berry",Private,"1485 Bates Plains, Joneschester, IN, USA - 47070-9459",Home,271-855-4344x4478,Approved,Business,sandraperez@example.org,True,TAX36503,TIN,xI39324,Inactive
"Gonzalez, Ruiz and Larson",Government,"0994 Lynn Meadow Apt. 554, East William, WA, USA - 80945-9623",Mobile,(216)576-8563,Validated,Support,aperry@example.org,True,TAX91714,DUNS,kD93819,Inactive
"Marks, Spencer and Norton",Private,"9049 Morrow Ramp, Smithchester, MO, USA - 87455-8024",Fax,947.316.9400x87112,Rejected,Sales,jonesbrian@example.net,False,TAX83923,EIN,lQ93619,Active
Nelson Inc,Government,"3385 Tanner Villages Apt. 858, Wanghaven, TX, USA - 95464-9425",Office,(541)708-7680,Validated,Personal,jordancatherine@example.org,False,TAX26948,EIN,aL32966,Active
"White, Rodriguez and Waller",Public,"7043 Gabriel Lake Suite 005, Rubioview, HI, USA - 86381-6221",Home,001-389-639-3518x971,Validated,Personal,carloshenry@example.com,True,TAX65207,TIN,Fo12600,Active
Roy PLC,Government,"46949 Weiss Brook, Zimmermanmouth, FL, USA - 32574-1095",Office,619-893-4763,Approved,Support,steven10@example.net,True,TAX11173,PAN,ZL70533,Inactive
Clark-Gordon,Government,"73905 Mills Manors Suite 985, Lake Thomaston, VT, USA - 28252-4622",Fax,(822)962-8912x44628,Pending,Business,omar29@example.org,True,TAX42068,PAN,qS41527,Active
"White, Martinez and Romero",LLC,"764 Owens Mountains Suite 231, Randallhaven, IA, USA - 32602-2151",Mobile,572-556-2977x5763,In Review,Sales,daymegan@example.com,False,TAX73419,LEI,YV11861,Active
Aguilar Ltd,Public,"8717 Felicia Shoals Suite 026, Chadberg, PW, USA - 35664-9861",Office,594-292-5296x7513,Rejected,Support,rhondacontreras@example.org,True,TAX46092,PAN,ND88623,Active
Alexander-Delgado,Non-Profit,"7393 Ross Expressway, Greerhaven, MO, USA - 59882-4453",Mobile,(765)590-6968x920,Validated,Personal,boydtimothy@example.org,False,TAX37053,LEI,vT80218,Active
Bowen Group,LLC,"606 Lopez Trail Apt. 153, South Faith, KY, USA - 36382-3886",Mobile,(356)323-1490x337,Pending,Business,alexanderwatkins@example.org,False,TAX49989,DUNS,Wa90779,Inactive
Waters-Chavez,Government,"54981 Amanda Skyway, North Derrick, DE, USA - 83037-9331",Mobile,+1-258-883-0275,Rejected,Personal,johnsondaniel@example.org,False,TAX85877,PAN,DU14945,Active
"Turner, Sims and Nelson",Non-Profit,"66974 Skinner Courts Apt. 275, Henryport, NY, USA - 75582-9282",Fax,+1-356-495-8081,Pending,Support,morgandavid@example.org,True,TAX87060,DUNS,IN64855,Active
Gray Group,Non-Profit,"585 Fernandez Mountains, Fisherburgh, KY, USA - 80937-1527",Mobile,(954)413-6819x162,Rejected,Business,perrybaker@example.net,False,TAX96307,TIN,Oy75394,Inactive
"Williams, Vang and Parker",Private,"534 Arnold Viaduct, Christopherport, PR, USA - 16931-9238",Home,001-912-301-2514,Validated,Support,juan31@example.net,True,TAX65005,PAN,eL40974,Active
Chang Ltd,Public,"038 Lindsey Well, Bennettmouth, IL, USA - 89035-4474",Mobile,(619)696-5621x911,Approved,Personal,zhernandez@example.net,True,TAX72798,GST,LX46129,Active
Martinez-Miller,Public,"76034 Kimberly Meadow Apt. 225, West James, LA, USA - 48731-2166",Home,968.253.4035,Rejected,Personal,odonnellanthony@example.com,False,TAX92370,TIN,rO57593,Active
Valentine-Thompson,LLC,"5165 Debra Bridge Apt. 621, Lewisburgh, GA, USA - 24637-2965",Office,912.248.2320,In Review,Support,greenjack@example.org,False,TAX32203,PAN,Vv67919,Inactive
"Turner, Chapman and Schwartz",Non-Profit,"83838 Erickson Place Apt. 885, West Cynthiamouth, WV, USA - 77901-4929",Fax,(363)579-5589x6743,Approved,Business,wgarcia@example.com,False,TAX45701,TIN,lI17711,Inactive
Holmes-Roman,Private,"54643 Cheryl Skyway, New Rebeccaside, FL, USA - 98422-8592",Home,751-508-1927,Rejected,Support,youngdavid@example.com,True,TAX49294,PAN,Tz65483,Active
Townsend LLC,LLC,"819 David Square Suite 477, West Ryan, KY, USA - 77217-5991",Office,001-760-986-0637x2747,Approved,Business,andrewobrien@example.org,True,TAX21287,PAN,rh98426,Inactive
Owens Inc,Partnership,"50779 Cole Brooks Apt. 523, Lake William, ND, USA - 46347-8870",Fax,+1-215-475-8130,Validated,HR,gregorygonzalez@example.org,False,TAX97709,LEI,hT20315,Active
"Mathews, Ryan and Cowan",LLC,"090 Jesse Meadow Suite 463, Georgeview, NE, USA - 86540-1725",Mobile,865.716.4162x832,In Review,Sales,marcking@example.org,False,TAX66422,GST,EJ57108,Inactive
"Bell, Mcclure and Acevedo",Non-Profit,"0614 Lawrence Stream Suite 875, Port Emmaview, GU, USA - 15430-9461",Fax,+1-989-831-8110x88337,Validated,Support,matthewvasquez@example.org,True,TAX77185,PAN,UZ36339,Inactive
Hays-Griffin,LLC,"327 Tammy Isle, Bradleyland, DE, USA - 91316-8959",Office,337-667-9047x78561,Pending,Personal,gina61@example.org,True,TAX17250,GST,Mh12710,Inactive
Simmons-Rodriguez,Private,"512 Meghan Crescent Apt. 540, Williamview, CO, USA - 31667-2912",Fax,(900)447-7861,Rejected,Personal,turnermark@example.org,True,TAX60017,GST,uI50725,Active
"Beck, Moore and Waller",Private,"760 Clark Fork Apt. 536, Churchbury, DC, USA - 93341-9367",Home,487.630.2768,In Review,Support,aphillips@example.org,True,TAX96489,TIN,cF16412,Active
Villanueva Group,Government,"3181 Deborah Pass, Port Daniellefort, DE, USA - 99507-9462",Mobile,323.533.9854,In Review,HR,mckenzierebecca@example.org,False,TAX80360,GST,Ua86431,Inactive
"Johnson, Hickman and Fields",Private,"06637 Diaz Freeway Suite 040, Rebeccamouth, MA, USA - 12653-1661",Mobile,367.764.1593,Pending,Personal,medinakevin@example.net,False,TAX10600,EIN,mV84158,Inactive
Jackson PLC,Private,"18358 Dalton Camp, New Thomaston, GA, USA - 69534-9276",Mobile,(602)935-3880,Pending,Personal,irodriguez@example.org,False,TAX84566,PAN,Ce83904,Active
Hancock-Wiggins,Public,"5741 Welch Port, Lake Rachel, UT, USA - 13056-8809",Office,(354)446-3773x345,Validated,Business,andrewmeyer@example.org,False,TAX91346,EIN,Gc52149,Active
Moreno and Sons,Partnership,"1752 Lindsey Orchard Apt. 965, Port Thomas, MO, USA - 68063-8823",Fax,(225)501-3987x72634,Pending,Support,shortmelissa@example.org,False,TAX49306,EIN,pE77521,Active
"Abbott, Gibson and Young",Public,"3337 King Course Apt. 078, South Nancyberg, OH, USA - 77848-9327",Office,200-991-4948x270,Rejected,Personal,jenniferfreeman@example.org,False,TAX17635,PAN,bT03140,Inactive
Johnson-Thomas,Public,"75034 Brown Islands, North Kenneth, NV, USA - 92974-5455",Home,+1-438-974-7928x940,Rejected,HR,emmawelch@example.org,False,TAX10505,EIN,Hs58524,Inactive
Brooks-Hernandez,LLC,"0175 Jackson Cape Suite 046, West Aaron, MH, USA - 80698-3988",Office,691.801.7598,Validated,Sales,nrodriguez@example.com,False,TAX16056,TIN,QF25359,Active
Rice and Sons,Government,"3882 Palmer Views Apt. 765, North Katiefort, SD, USA - 61973-8330",Fax,(361)562-3053x6281,In Review,Personal,qfrey@example.net,True,TAX41322,TIN,sN52042,Inactive
"Lin, Blair and Lewis",Public,"54014 John Avenue, Luisview, GU, USA - 99006-9813",Mobile,6053139706,Validated,Sales,sandersbrandon@example.com,False,TAX28071,TIN,UI55186,Inactive
"Hunter, Poole and Lopez",LLC,"5060 Hickman Ville, Laurenville, RI, USA - 39237-8999",Mobile,001-710-314-0421x9684,In Review,Sales,qlang@example.org,False,TAX22872,EIN,zy14492,Inactive
Cantu-Stevens,Partnership,"0019 Heather Crest Apt. 974, Rodriguezland, MA, USA - 49999-1463",Fax,+1-662-581-6381,Pending,Personal,aguilarangela@example.org,False,TAX18435,PAN,lc24687,Inactive
Parks-Olsen,Non-Profit,"816 Smith Pass Apt. 424, Sarastad, IA, USA - 90238-2350",Fax,+1-592-230-4950x6482,Pending,Support,yjohnson@example.com,False,TAX44699,GST,NG01682,Inactive
Peterson Group,Government,"2746 Jennifer Stravenue, New Dennis, OK, USA - 75527-7042",Mobile,001-524-263-5930x4853,Approved,HR,rowesydney@example.org,False,TAX45995,GST,Yt24411,Inactive
Harvey-Steele,Partnership,"315 Richard Mountain, West Sandraside, NH, USA - 24244-9534",Mobile,923-590-5240,In Review,Business,aharvey@example.org,False,TAX82625,DUNS,Tl67567,Active
Mcmillan-Zimmerman,Government,"40088 Dustin Route Suite 850, New Vanessa, SC, USA - 45423-5876",Office,919-493-1611,Pending,Business,richardmolina@example.com,False,TAX40000,EIN,Bj43122,Active
"Lozano, Carter and Davis",Government,"3940 Foster River Suite 799, West Theresaville, SD, USA - 75450-2484",Mobile,(346)332-1972x344,Pending,Sales,leachwendy@example.net,False,TAX76658,DUNS,gp88445,Active
"Hudson, Rivera and Fernandez",Non-Profit,"6656 Justin Extension Apt. 275, Cherrystad, NJ, USA - 89364-7882",Home,+1-473-734-3500x634,In Review,Personal,davisstephen@example.org,True,TAX23863,TIN,oR01717,Active
Huber Group,Non-Profit,"876 Villanueva Pass, Port Tonybury, AR, USA - 23287-3930",Mobile,648.258.1969,Approved,Business,laura44@example.net,True,TAX10110,LEI,se07843,Active
"Thompson, Dudley and Ramos",LLC,"74602 Hopkins Run, West Kimberlyshire, MN, USA - 71113-7661",Fax,+1-637-998-5198x8108,Approved,HR,jenkinsjoseph@example.org,True,TAX57309,PAN,Fo99635,Active
Long-Shelton,Government,"3436 Johnson Wells, East Juan, AR, USA - 57942-3588",Office,306.875.9439x88876,Rejected,Personal,brownjeremy@example.com,True,TAX36743,EIN,eq35113,Inactive
Gonzalez-Higgins,Government,"8408 Veronica Springs, Kathrynberg, IA, USA - 11385-6050",Home,(766)647-0841x503,Approved,Support,craigjoel@example.org,False,TAX42216,LEI,qO53554,Active
Shaw Inc,Private,"08271 Hunt Summit Apt. 982, Loriburgh, CA, USA - 56759-5374",Fax,(978)760-3348x4528,Pending,Personal,charlene14@example.org,True,TAX33372,DUNS,so01516,Active
Turner Inc,Private,"968 Abigail Union, Hatfieldhaven, OR, USA - 15240-2093",Fax,730.495.9646x26279,Approved,Business,stephaniecrosby@example.org,False,TAX42851,DUNS,oc29937,Active
Sims Ltd,Public,"042 Hill Union Apt. 600, New Melissa, ME, USA - 20270-3147",Office,(798)277-4223x1817,Approved,Support,ashley21@example.net,False,TAX21919,TIN,bD57464,Inactive
Wade Group,LLC,"693 Ferrell Well Suite 904, Hallshire, SD, USA - 43238-9656",Fax,001-945-244-3295x8154,In Review,Personal,tiffany53@example.com,True,TAX79324,DUNS,Io31428,Active
"Ramirez, Hughes and Rodriguez",Partnership,"08848 Jose Station Suite 358, New Eric, ME, USA - 39751-8967",Mobile,001-961-721-2737,Approved,Personal,allisonsimmons@example.org,True,TAX71234,DUNS,Eu03649,Active
Murray-Harper,LLC,"134 Timothy Meadows Suite 173, Jonesview, OH, USA - 57602-9759",Fax,(627)217-0823,Rejected,Personal,maycaitlyn@example.org,False,TAX22852,GST,iN46466,Inactive
"Davis, Coleman and Olson",Public,"8767 Michele Court, North Jack, AS, USA - 82596-5985",Home,272-668-3858x4728,Rejected,Support,anthonygarcia@example.org,False,TAX21675,EIN,aG33341,Active
Lawrence LLC,Government,"69381 Howard Flat Suite 031, Port Mary, DC, USA - 92752-3948",Mobile,+1-563-320-9167x594,Approved,Sales,vargasamy@example.com,False,TAX61601,GST,oy65240,Inactive
Green-Walker,Government,"6342 Courtney Skyway, South Veronica, TN, USA - 27996-2784",Home,+1-456-819-6150x7101,Pending,Business,harrisangela@example.net,True,TAX64221,DUNS,Cx77860,Active
Phillips-Brown,Public,"750 Michael Port Apt. 099, Stevenland, GA, USA - 87820-4366",Office,7058459722,Approved,Personal,ssmith@example.org,False,TAX59664,EIN,yr04468,Inactive
Lee-James,Non-Profit,"84214 Hoffman Row, North Jason, MS, USA - 44373-7578",Home,602-760-3370x66719,In Review,Sales,larryharris@example.com,True,TAX32662,LEI,GE22150,Inactive
Stewart-Wyatt,Government,"49107 Dennis Lights, North Nicoleberg, WV, USA - 48384-2390",Fax,623.470.0989x77172,In Review,Support,uritter@example.org,True,TAX99250,EIN,fx90039,Active
"Flores, Thomas and Murray",Partnership,"19306 West Plaza Apt. 968, Lake Davidtown, UT, USA - 14950-8685",Home,711.482.8846x2013,Pending,Support,iaguilar@example.net,True,TAX30635,PAN,tl50754,Active
Chen-Hickman,Government,"21510 Nicole Lock Apt. 616, Tinahaven, FL, USA - 80748-2168",Mobile,+1-684-481-1091x26774,Pending,HR,calderondonna@example.org,True,TAX54835,TIN,Ms82821,Inactive
Simon-Miller,Partnership,"6545 Samantha Prairie, South Patricia, WY, USA - 13290-5870",Mobile,(961)506-8831x729,Validated,Support,brandyspears@example.net,False,TAX86952,LEI,sd74326,Inactive
Porter-Miller,Government,"14884 Shawn Extension Suite 409, Lake Bianca, OH, USA - 28357-5014",Home,+1-652-933-7343x87698,Approved,Support,phillipbailey@example.com,False,TAX28716,PAN,qR37290,Active
"Moore, Zamora and Casey",LLC,"026 Chambers Fields, Julieton, TN, USA - 81287-4575",Home,+1-918-967-2069,Pending,HR,martindana@example.org,True,TAX11415,LEI,ej31483,Inactive
Garrett-Roach,Private,"0501 Laura Branch, Bryantfurt, FM, USA - 82698-5205",Mobile,001-314-449-9407x7855,Pending,HR,reynoldssherry@example.net,False,TAX68505,GST,UL71032,Active
Ochoa-Delgado,Government,"332 Lance Fords, East Seanport, PR, USA - 47089-4257",Mobile,426-393-6305,Pending,Personal,patelanthony@example.net,False,TAX97140,GST,fX39534,Inactive
"Cabrera, Johnson and Mann",Public,"59011 Michael Locks Suite 485, New Tiffany, NC, USA - 54162-9883",Mobile,001-282-463-5476x869,In Review,Sales,adamwatson@example.org,False,TAX14430,PAN,pn48439,Inactive
Smith-Bates,LLC,"01784 Lopez Shoals Apt. 707, South Ashleyberg, OK, USA - 68776-2148",Home,999.722.1136x1184,Validated,Support,obarry@example.com,True,TAX55781,LEI,KA01075,Inactive
Rose PLC,LLC,"463 Lucas Springs, Rodgersstad, PA, USA - 46000-6918",Mobile,891-612-7516x72019,In Review,HR,vvega@example.org,True,TAX71797,PAN,nb45661,Active
Werner and Sons,Government,"3831 Mccullough Grove Suite 560, New Amy, AL, USA - 68760-1004",Mobile,874-210-9040x523,Validated,Personal,davisjared@example.net,True,TAX79014,TIN,JO72157,Inactive
"Rodriguez, Taylor and Stewart",Government,"0964 Valencia Orchard, Port Robert, MA, USA - 73059-1205",Fax,(801)604-7648,Approved,Sales,patrickryan@example.net,True,TAX42051,PAN,Ee76166,Inactive
"Gonzales, Washington and Gray",Non-Profit,"243 Stephen Way, East Amychester, PR, USA - 11806-7682",Mobile,9696598814,Approved,HR,cooperrussell@example.org,False,TAX27426,LEI,yM29629,Inactive
Johnson Ltd,Government,"8064 Ramirez Ways, North Jimmyside, WV, USA - 46870-6672",Mobile,001-401-483-5942,Pending,Support,ericramirez@example.com,True,TAX98919,TIN,UX24789,Active
"Gomez, Wolf and Rice",Private,"951 Mcbride Curve, Kristenport, WI, USA - 21892-3228",Mobile,974.463.2089,In Review,Support,pottertroy@example.com,True,TAX10688,TIN,ye32373,Inactive
Stewart-Larson,Private,"32849 Wallace Lock Suite 059, Port Alexander, GU, USA - 14874-4216",Office,001-268-929-2667x4864,Validated,Support,blairtheresa@example.com,True,TAX25696,GST,Gy88676,Active
Osborn Inc,Partnership,"99454 Leonard Burg, Jamesfort, MD, USA - 78589-3994",Mobile,4963886051,Rejected,Business,cummingscynthia@example.org,False,TAX63547,GST,EE77235,Active
Harvey-Owens,Partnership,"44817 Sonia Shores, Jamiefurt, GA, USA - 15496-1651",Mobile,+1-790-209-7863,Approved,Support,jasminfoster@example.com,True,TAX55457,DUNS,um69778,Active
"Ramos, Martinez and Thompson",Government,"190 Quinn Isle, West Kevinchester, NV, USA - 83397-7058",Home,+1-461-760-4399,In Review,Business,ehenderson@example.net,True,TAX11152,GST,iQ71822,Active
"Allen, Parker and Vasquez",Partnership,"26340 Barbara Ramp, Snyderton, IN, USA - 60378-3170",Office,7064885170,Rejected,HR,jennifer26@example.net,False,TAX18535,EIN,hD72631,Inactive
Price-Williams,LLC,"593 Tammy Stravenue Apt. 958, South Kimberlymouth, MP, USA - 12155-8024",Mobile,(907)768-5108x10661,Validated,Sales,potterbilly@example.net,True,TAX25923,PAN,DW48168,Inactive
Cook-Peters,Public,"59088 Smith Station, North Timothy, AR, USA - 28353-9864",Fax,690-683-4936x304,Rejected,Support,rmckee@example.org,True,TAX89643,TIN,GF82448,Active
"Garcia, Ramirez and Cuevas",Public,"4885 Parks Junction, East Alexis, TX, USA - 64906-2066",Office,948-602-9234,Pending,Sales,joshua41@example.net,False,TAX60909,DUNS,Dd60706,Inactive
Beasley-Green,Private,"1590 Sharp Highway, East Josephtown, PW, USA - 87255-5510",Home,001-765-273-3657x148,Approved,Business,kayla24@example.net,True,TAX85998,TIN,Dl17938,Active
"Thomas, Smith and Martin",Public,"403 Michael Ford, South Erikachester, MS, USA - 87735-4302",Home,216-273-8442x1868,Validated,Personal,vallen@example.net,True,TAX72720,TIN,XZ05704,Inactive
Hunter LLC,Public,"0151 Jessica Way, West Daniel, MS, USA - 99643-7760",Mobile,5316494094,Rejected,HR,michael42@example.org,True,TAX48140,TIN,Br71427,Inactive
"Gonzalez, Martinez and Richardson",Partnership,"68688 Jones Drives Suite 403, East Stephenmouth, GA, USA - 15251-3286",Fax,(954)738-4004x7935,In Review,Support,michelle84@example.org,False,TAX98112,GST,nG74542,Inactive
Watkins Inc,Non-Profit,"9820 Martinez Stream, Lake Kyle, MS, USA - 94331-2653",Office,8199391237,In Review,Support,amanda40@example.org,True,TAX53870,PAN,BR93372,Inactive
Snyder-Ward,LLC,"6673 Martin Plaza Suite 660, West Matthewport, ND, USA - 96568-2779",Fax,001-320-510-5579x94477,In Review,Sales,browndonald@example.com,False,TAX75063,DUNS,DC11241,Inactive
"Miller, Powell and Nelson",LLC,"76268 Cynthia Plaza Suite 105, Wrightberg, OK, USA - 72445-1372",Mobile,001-427-975-6769x421,In Review,HR,ronaldwebster@example.net,False,TAX65290,DUNS,lX70278,Active
"Green, Campbell and Lucas",Government,"03151 Brown Circles, Smithside, OK, USA - 33667-3065",Mobile,3656172599,Pending,Business,paulward@example.com,True,TAX14717,LEI,KI38689,Inactive
Hill-Lawson,Public,"13037 Reyes Greens Apt. 473, Lake Michael, LA, USA - 39200-8801",Office,001-479-372-5456x6140,Approved,Personal,jonathanfrost@example.net,True,TAX14363,LEI,KV60308,Inactive
"Williamson, Boyle and Perez",Non-Profit,"41117 Melissa Junctions Suite 375, New Amber, CT, USA - 92872-9515",Home,857-731-2346x95008,Pending,HR,edwardschmidt@example.com,True,TAX85042,EIN,lZ58770,Active
Miranda LLC,Government,"326 Hernandez Spurs Apt. 854, South Jenniferbury, MA, USA - 61088-5885",Office,8125463590,Validated,Support,oparker@example.com,True,TAX29706,DUNS,uZ68967,Active
"Duncan, Dixon and Huang",LLC,"2085 Hayes Ranch, Normanport, AS, USA - 47531-4832",Fax,923-259-9885,In Review,Business,marquezwilliam@example.org,False,TAX84417,GST,tG25150,Active
Vaughan-Shaw,Government,"0344 Andrews Wall Suite 674, Port Amberton, WA, USA - 98774-3515",Home,551.947.6573x628,Validated,Personal,nancy55@example.net,True,TAX50318,PAN,vd60583,Active
Davis and Sons,Government,"81462 Wolf Island Suite 520, Port Erin, RI, USA - 14341-4568",Mobile,001-805-426-7096x090,In Review,Sales,vmiller@example.org,True,TAX61109,TIN,ad48835,Active
Park-Zimmerman,Government,"448 Chapman Ford Apt. 898, Berrychester, VI, USA - 90630-1176",Fax,(598)805-7668x283,Rejected,Business,alyssarobinson@example.org,False,TAX61467,GST,hI67761,Active
"Martin, White and Serrano",Public,"51936 Tammy Shore Apt. 263, New Gordon, MI, USA - 75086-6409",Mobile,315-766-7411x70512,Validated,Business,adrian14@example.net,False,TAX75201,TIN,Kc46732,Inactive
"Butler, Khan and Johnson",Public,"827 Aguilar Overpass, Lake Amy, TN, USA - 23277-2415",Mobile,7944219632,Approved,Personal,danielsaaron@example.net,False,TAX12975,TIN,AL04783,Active
"Ruiz, Cameron and Long",Public,"786 Lewis Crescent, New Thomasmouth, ME, USA - 73291-2209",Home,936.989.1316,In Review,Sales,jose38@example.org,True,TAX45348,PAN,Iv42462,Inactive
